atoms,coordinates,charge,total_energy,forces,patience,pred_energy,pred_forces,type
"[83, 83]","[[-12.866475582122803, 9.169642925262451, 2.6859191060066223], [-12.604588270187378, 7.16498076915741, 4.800280332565308]]",-2,-11684.779466407384,"[[0.059136382334253466, -0.32050644060138433, 0.323918399221757], [-0.05913386265176615, 0.3205061320688349, -0.32391865633221495]]","[0, 0]",-11684.762742558583,"[[0.0422200047498218, -0.3231803981913118, 0.34086546754948627], [-0.0422200047498218, 0.3231803981913118, -0.34086546754948627]]",train
"[83, 83]","[[11.515885591506958, -0.9394145756959915, -11.756186485290527], [12.632238864898682, -2.584393620491028, -9.75013554096222]]",-2,-11684.781228347649,"[[-0.11646774640994167, 0.15535282352855317, -0.21252714453656266], [0.11646517530536278, -0.15535380054829315, 0.2125279672900279]]","[0, 0]",-11684.773711158126,"[[-0.11769970427318441, 0.17343394042256993, -0.21150258482874856], [0.11769970427318441, -0.17343394042256993, 0.21150258482874856]]",train
"[83, 83]","[[11.498150825500488, -0.9338817745447159, -11.735692024230957], [12.648617029190063, -2.5725674629211426, -9.756864309310913]]",-2,-11684.777270415649,"[[-0.1562051961185474, 0.20594398552858473, -0.266749991754279], [0.15620262501396853, -0.2059447054378668, 0.2667510201961106]]","[0, 0]",-11684.770593279412,"[[-0.1558205414171572, 0.22194558202272854, -0.2680148316580325], [0.1558205414171572, -0.22194558202272854, 0.2680148316580325]]",train
"[83, 83]","[[-12.868093252182007, 9.15345549583435, 2.680729627609253], [-12.60546326637268, 7.147061824798584, 4.804311096668243]]",-2,-11684.776436096468,"[[0.0629197113000013, -0.3547677460894998, 0.36046094295854014], [-0.06291662597450663, 0.3547674889790419, -0.360460840114357]]","[0, 0]",-11684.758808179791,"[[0.04669162051130155, -0.35670630524381086, 0.37754051492856466], [-0.04669162051130155, 0.35670630524381086, -0.37754051492856466]]",train
"[83, 83]","[[-12.86184310913086, 9.184505343437195, 2.6921355724334717], [-12.606450319290161, 7.187854051589966, 4.796698689460754]]",-2,-11684.783785187296,"[[0.05207926590820259, -0.2622976099550119, 0.2627672479173923], [-0.05207674622571527, 0.26229725000037085, -0.2627675050278502]]","[0, 0]",-11684.76838283515,"[[0.0338267639014726, -0.26445637672471034, 0.2787492932742322], [-0.0338267639014726, 0.26445637672471034, -0.2787492932742322]]",train
"[83, 83]","[[-12.866989374160767, 9.167161583900452, 2.685007154941559], [-12.6047682762146, 7.161843180656433, 4.800935089588165]]",-2,-11684.77887423945,"[[0.059954096434524255, -0.3274979424385819, 0.3313634439066711], [-0.05995162817412851, 0.3274976339060324, -0.33136370101712903]]","[0, 0]",-11684.761974030933,"[[0.04317001355033604, -0.3301398068989664, 0.3483496878232935], [-0.04317001355033604, 0.3301398068989664, -0.3483496878232935]]",train
"[83, 83]","[[-12.865322828292847, 9.174275994300842, 2.687736451625824], [-12.604756355285645, 7.171313762664795, 4.799220860004425]]",-2,-11684.780664824064,"[[0.057375227119804105, -0.3058390088880882, 0.3084220948143177], [-0.057372707437316796, 0.30583870035553873, -0.3084223519247756]]","[0, 0]",-11684.764291957184,"[[0.040129906138586906, -0.3084767024208347, 0.3251902293622438], [-0.040129906138586906, 0.3084767024208347, -0.3251902293622438]]",train
"[83, 83]","[[11.491084098815918, -0.9300198405981064, -11.728681325912476], [12.653975486755371, -2.568962872028351, -9.759473204612732]]",-2,-11684.776565068158,"[[-0.1645272959974131, 0.21471952541098377, -0.27422362712211035], [0.1645247763149258, -0.2147201938981743, 0.2742247584081251]]","[0, 0]",-11684.770014608008,"[[-0.16328524496608263, 0.2301291566418197, -0.27650271883548366], [0.16328524496608263, -0.2301291566418197, 0.27650271883548366]]",train
"[83, 83]","[[11.422659158706665, -0.906311497092247, -11.695441007614136], [12.686419486999512, -2.5587645173072815, -9.765540361404419]]",-2,-11684.786725059768,"[[-0.08204425564498971, 0.09325236899156997, -0.11105176603659749], [0.08204302151479184, -0.09325314032294364, 0.11105176603659749]]","[0, 0]",-11684.776905897552,"[[-0.08041459374482648, 0.10514757848310256, -0.1228019055183305], [0.08041459374482648, -0.10514757848310256, 0.1228019055183305]]",train
"[83, 83]","[[11.472989320755005, -0.9215143322944641, -11.71502947807312], [12.665507793426514, -2.5639325380325317, -9.763392806053162]]",-2,-11684.777690317738,"[[-0.16154532890681428, 0.20434681536417706, -0.25471074314152614], [0.1615429634906017, -0.20434732958509286, 0.254711977271724]]","[0, 0]",-11684.770855224257,"[[-0.15877250580354757, 0.2186723812489163, -0.25984188248299017], [0.15877250580354757, -0.2186723812489163, 0.25984188248299017]]",train
"[83, 83]","[[11.438177824020386, -0.9101329743862152, -11.699696779251099], [12.680155038833618, -2.558997869491577, -9.765291810035706]]",-2,-11684.783605383624,"[[-0.11468658800186853, 0.13659152483847062, -0.1645375289936371], [0.1146855081379454, -0.136592090481478, 0.16453799179246129]]","[0, 0]",-11684.775020178897,"[[-0.11227653824624605, 0.14905977360142567, -0.1748730096811809], [0.11227653824624605, -0.14905977360142567, 0.1748730096811809]]",train
"[83, 83]","[[-12.841554880142212, 9.241282939910889, 2.732142210006714], [-12.616709470748901, 7.30138897895813, 4.77889358997345]]",-2,-11684.781821535464,"[[0.00269698071686528, 0.17282373625258146, -0.19204017187521943], [-0.0026985053818805627, -0.1728243018955888, 0.19203919485547946]]","[0, 0]",-11684.775008861869,"[[-0.02035764764222804, 0.17563924398955183, -0.18531418327389904], [0.02035764764222804, -0.17563924398955183, 0.18531418327389904]]",train
"[83, 83]","[[-12.848422527313232, 9.225013852119446, 2.716335654258728], [-12.610315084457397, 7.263551950454712, 4.7834548354148865]]",-2,-11684.788727037225,"[[0.021503947366478107, -0.0014345328873861729, -0.010875612960228808], [-0.02150215273548204, 0.001433268418154274, 0.010874497100841568]]","[0, 0]",-11684.77885391864,"[[4.471058544089173e-05, -0.00036831318203073797, 0.0003881529600968673], [-4.471058544089173e-05, 0.00036831318203073797, -0.0003881529600968673]]",train
"[83, 83]","[[11.403647661209106, -0.9032603353261948, -11.68925404548645], [12.694175243377686, -2.559747099876404, -9.765580296516418]]",-2,-11684.78929734978,"[[-0.04293780642213563, 0.04393042762469926, -0.05078304867696339], [0.042937055659598586, -0.04393140464443924, 0.05078246246511941]]","[0, 0]",-11684.778302380251,"[[-0.04305385776587189, 0.05526278286292208, -0.06417652526025475], [0.04305385776587189, -0.05526278286292208, 0.06417652526025475]]",train
"[83, 83]","[[-12.8420090675354, 9.23954427242279, 2.730475962162018], [-12.616009712219238, 7.298151254653931, 4.778848588466644]]",-2,-11684.782568684834,"[[0.004117200779281678, 0.15909676317215238, -0.17775197808730986], [-0.004118721330529635, -0.15909732881515973, 0.17775100106756989]]","[0, 0]",-11684.775573015935,"[[-0.018838173465368774, 0.16182479096908342, -0.17074207491458276], [0.018838173465368774, -0.16182479096908342, 0.17074207491458276]]",train
"[83, 83]","[[11.415243148803711, -0.9050782769918442, -11.692930459976196], [12.689573764801025, -2.559131383895874, -9.765427112579346]]",-2,-11684.787834607012,"[[-0.06657422792634667, 0.07351549038007268, -0.08674711445233244], [0.0665729937961488, -0.07351631313353793, 0.08674706303024086]]","[0, 0]",-11684.777563884354,"[[-0.06560048891761311, 0.08514799153882213, -0.09922476976715416], [0.06560048891761311, -0.08514799153882213, 0.09922476976715416]]",train
"[83, 83]","[[11.396229267120361, -0.9018301218748093, -11.68660283088684], [12.696908712387085, -2.5599807500839233, -9.765653610229492]]",-2,-11684.790210379564,"[[-0.028671451596519137, 0.02614361356548084, -0.029657953570185008], [0.028671472165355767, -0.026144770562541338, 0.02965740849601428]]","[0, 0]",-11684.778600323983,"[[-0.029264589969355905, 0.037307499875204715, -0.043220327267463825], [0.029264589969355905, -0.037307499875204715, 0.043220327267463825]]",train
"[83, 83]","[[-12.84508228302002, 9.230622053146362, 2.7210164070129395], [-12.611780166625977, 7.277723550796509, 4.781056344509125]]",-2,-11684.787042822514,"[[0.014616138176947254, 0.061170486010798, -0.0760677230513555], [-0.014615742226842105, -0.06117213151772849, 0.07606618038860817]]","[0, 0]",-11684.778336464236,"[[-0.007534977441714985, 0.0630729218774496, -0.0665332775286476], [0.007534977441714985, -0.0630729218774496, 0.0665332775286476]]",train
"[83, 83]","[[11.453560590744019, -0.9149613976478577, -11.70477032661438], [12.674238681793213, -2.560834288597107, -9.764547944068909]]",-2,-11684.78055013074,"[[-0.1408107074524322, 0.1723412941893982, -0.21085217274759774], [0.1408083934583112, -0.17234170556613082, 0.2108534068777956]]","[0, 0]",-11684.773000335768,"[[-0.13777123047432177, 0.18576063177762805, -0.21898224191715845], [0.13777123047432177, -0.18576063177762805, 0.21898224191715845]]",train
"[83, 83]","[[-12.853246927261353, 9.208247065544128, 2.70369291305542], [-12.608164548873901, 7.231049537658691, 4.79033499956131]]",-2,-11684.789065856694,"[[0.036792789345446636, -0.1334870189036418, 0.12758700238227544], [-0.036790192529821956, 0.1334865561048176, -0.12758720807064175]]","[0, 0]",-11684.776320935456,"[[0.016602790362935244, -0.13394270235822284, 0.14135688315365613], [-0.016602790362935244, 0.13394270235822284, -0.14135688315365613]]",train
"[83, 83]","[[-12.841265201568604, 9.24312949180603, 2.733749747276306], [-12.617498636245728, 7.304750084877014, 4.778924584388733]]",-2,-11684.78099804261,"[[0.0012560329235547717, 0.18628825097759724, -0.2065933951231212], [-0.0012589069042530572, -0.18628845666596355, 0.2065922124150149]]","[0, 0]",-11684.774406099905,"[[-0.021862602980873207, 0.18938494827787028, -0.19981915272169556], [0.021862602980873207, -0.18938494827787028, 0.19981915272169556]]",train
"[83, 83]","[[-12.849873304367065, 9.221441745758057, 2.7139076590538025], [-12.609626054763794, 7.256377339363098, 4.785030782222748]]",-2,-11684.78909288251,"[[0.024878681534757606, -0.031142725326821812, 0.020128416701189263], [-0.024876897188179856, 0.031141475769996475, -0.020129542844994817]]","[0, 0]",-11684.778729151123,"[[0.00371790691816615, -0.0304100320117812, 0.032051326292889426], [-0.00371790691816615, 0.0304100320117812, -0.032051326292889426]]",train
"[83, 83]","[[-12.850542068481445, 9.219627380371094, 2.7125701308250427], [-12.60926365852356, 7.252614498138428, 4.78583961725235]]",-2,-11684.789195293428,"[[0.026685170465141995, -0.046853593553578814, 0.03654704316979615], [-0.026683391260773404, 0.046852354281171786, -0.036548174455810864]]","[0, 0]",-11684.778562746724,"[[0.005679322688742464, -0.04630045801886127, 0.04880157506094011], [-0.005679322688742464, 0.04630045801886127, -0.04880157506094011]]",train
"[83, 83]","[[11.411328315734863, -0.9045709669589996, -11.691718101501465], [12.691185474395752, -2.5594207644462585, -9.7654527425766]]",-2,-11684.78836013151,"[[-0.05843246532264445, 0.06329349848368061, -0.07424403857354749], [0.05843128261453816, -0.06329432123714586, 0.07424403857354749]]","[0, 0]",-11684.77785342176,"[[-0.05784445784451958, 0.07479263502336399, -0.08705953988511514], [0.05784445784451958, -0.07479263502336399, 0.08705953988511514]]",train
"[83, 83]","[[11.388781070709229, -0.900958925485611, -11.683955192565918], [12.699463367462158, -2.560078203678131, -9.765911102294922]]",-2,-11684.790738805068,"[[-0.016006900065761456, 0.011292908375592119, -0.011854411904576319], [0.016006930919016404, -0.011294060230443463, 0.01185392339470633]]","[0, 0]",-11684.778763339877,"[[-0.017544153684809223, 0.022208161100634977, -0.025674002294316284], [0.017544153684809223, -0.022208161100634977, 0.025674002294316284]]",train
"[83, 83]","[[11.399980783462524, -0.9025268256664276, -11.688005924224854], [12.695578336715698, -2.5599130988121033, -9.765613675117493]]",-2,-11684.789687581106,"[[-0.0353208474006585, 0.034602784171656416, -0.039577681270073384], [0.03532008121149399, -0.034603766333605554, 0.03957712076927519]]","[0, 0]",-11684.778472660664,"[[-0.035834638012633174, 0.04584126991916034, -0.053171009926716424], [0.035834638012633174, -0.04584126991916034, 0.053171009926716424]]",train
"[83, 83]","[[-12.847557067871094, 9.226565957069397, 2.7174365520477295], [-12.610821723937988, 7.267060875892639, 4.782760441303253]]",-2,-11684.788464078782,"[[0.01983567587604579, 0.013494905181138288, -0.0264515084810123], [-0.019833881245049725, -0.013496175306800263, 0.026450402906043377]]","[0, 0]",-11684.778825069125,"[[-0.001783383772944176, 0.014761418834695629, -0.015558577138414275], [0.001783383772944176, -0.014761418834695629, 0.015558577138414275]]",train
"[83, 83]","[[11.434143781661987, -0.9090347588062286, -11.698613166809082], [12.681586742401123, -2.5587937235832214, -9.765296578407288]]",-2,-11684.78438256839,"[[-0.10643190248506137, 0.12554765365238996, -0.1507323943340097], [0.10643082262113825, -0.12554821929539733, 0.1507328571328339]]","[0, 0]",-11684.775557101728,"[[-0.10424273860522326, 0.1378623295328652, -0.1615578604463783], [0.10424273860522326, -0.1378623295328652, 0.1615578604463783]]",train
"[83, 83]","[[-12.842943668365479, 9.236289262771606, 2.7270039916038513], [-12.614415884017944, 7.291321754455566, 4.779142439365387]]",-2,-11684.784423530526,"[[0.0074318240651694316, 0.12739000434944076, -0.14511741046625928], [-0.007433418150008344, -0.12739113563545545, 0.1451159706476951]]","[0, 0]",-11684.776716456036,"[[-0.015254943832105322, 0.12983265986384285, -0.13698665501739815], [0.015254943832105322, -0.12983265986384285, 0.13698665501739815]]",train
"[83, 83]","[[11.41900897026062, -0.9056229144334793, -11.694239377975464], [12.687978744506836, -2.5588589906692505, -9.765501618385315]]",-2,-11684.787290337945,"[[-0.07441090326071757, 0.08346653927594112, -0.0989747736086265], [0.07440972055261129, -0.08346731060731478, 0.0989747736086265]]","[0, 0]",-11684.777248223458,"[[-0.07309644935290192, 0.09523133613386672, -0.11110105600636318], [0.07309644935290192, -0.09523133613386672, 0.11110105600636318]]",train
"[83, 83]","[[-12.853939533233643, 9.206204414367676, 2.702232599258423], [-12.608180046081543, 7.227233052253723, 4.7910475730896]]",-2,-11684.788761384812,"[[0.03842845408760945, -0.14756170816732023, 0.1423806239083036], [-0.03842586241419393, 0.14756124536849602, -0.14238082959666992]]","[0, 0]",-11684.775735390293,"[[0.018397436688766998, -0.148144841793398, 0.15636768159360662], [-0.018397436688766998, 0.148144841793398, -0.15636768159360662]]",train
"[83, 83]","[[-12.844436168670654, 9.232013821601868, 2.722313702106476], [-12.612223625183105, 7.281166315078735, 4.780482649803162]]",-2,-11684.78646895098,"[[0.012909284691204084, 0.07730380728870356, -0.09286125256302893], [-0.012910858207206367, -0.07730493857471829, 0.09285981274446475]]","[0, 0]",-11684.778040731151,"[[-0.009440710087405333, 0.07931262220901522, -0.08367582583731693], [0.009440710087405333, -0.07931262220901522, 0.08367582583731693]]",train
"[83, 83]","[[11.449674367904663, -0.9136859327554703, -11.703219413757324], [12.675696611404419, -2.5602200627326965, -9.76488173007965]]",-2,-11684.781150766588,"[[-0.13577638184277874, 0.1650962300186303, -0.20128020751084114], [0.1357741192707493, -0.16509664139536293, 0.201281441641039]]","[0, 0]",-11684.773439534154,"[[-0.13280735574955277, 0.1783587900733788, -0.20996805211633676], [0.13280735574955277, -0.1783587900733788, 0.20996805211633676]]",train
"[83, 83]","[[11.445860862731934, -0.9124851226806641, -11.7018723487854], [12.677183151245117, -2.5596722960472107, -9.765082597732544]]",-2,-11684.782028129302,"[[-0.1298470033071214, 0.1568210270872836, -0.19062323614179214], [0.12984520353391618, -0.15682118135355833, 0.1906239560510742]]","[0, 0]",-11684.773924582018,"[[-0.12696378097763997, 0.16984433195066698, -0.19970575701130083], [0.12696378097763997, -0.16984433195066698, 0.19970575701130083]]",train
"[83, 83]","[[11.407414674758911, -0.9039593487977982, -11.69052243232727], [12.692724466323853, -2.5595924258232117, -9.765535593032837]]",-2,-11684.788835808804,"[[-0.050493336613013855, 0.05342986714349449, -0.062231940825147734], [0.050492143620489253, -0.05343068989695974, 0.06223188940305615]]","[0, 0]",-11684.778099148076,"[[-0.050305352543798774, 0.06479932399918205, -0.07534147971826652], [0.050305352543798774, -0.06479932399918205, 0.07534147971826652]]",train
"[83, 83]","[[-12.8433358669281, 9.234755039215088, 2.7253207564353943], [-12.613608837127686, 7.287817597389221, 4.7794511914253235]]",-2,-11684.785173855193,"[[0.009264517693421886, 0.11057996834637082, -0.12757327268382415], [-0.0092661117782608, -0.11058109963238553, 0.12757183286525997]]","[0, 0]",-11684.77722766676,"[[-0.01331983193738794, 0.11288562578055715, -0.11910079625941349], [0.01331983193738794, -0.11288562578055715, 0.11910079625941349]]",train
"[83, 83]","[[-12.8548002243042, 9.204165935516357, 2.7008146047592163], [-12.608262300491333, 7.223424315452576, 4.79168176651001]]",-2,-11684.788408522629,"[[0.04000242260429717, -0.1610968254240724, 0.15660510572474826], [-0.03999983607309081, 0.1610963626252482, -0.15660531141311457]]","[0, 0]",-11684.775110278051,"[[0.020140657811056784, -0.16181461482617115, 0.1708112057646871], [-0.020140657811056784, 0.16181461482617115, -0.1708112057646871]]",train
"[83, 83]","[[11.469132900238037, -0.9200771152973175, -11.71275019645691], [12.66725778579712, -2.5631022453308105, -9.76383626461029]]",-2,-11684.778107744138,"[[-0.15907624575761284, 0.20000817923148015, -0.24827897077115335], [0.15907388034140024, -0.20000864203030436, 0.24828020490135122]]","[0, 0]",-11684.771169859514,"[[-0.15615486758809527, 0.2141399237397288, -0.2540072413453728], [0.15615486758809527, -0.2141399237397288, 0.2540072413453728]]",train
"[83, 83]","[[-12.852696180343628, 9.210314154624939, 2.7050715684890747], [-12.608282566070557, 7.23483681678772, 4.789526462554932]]",-2,-11684.789310622138,"[[0.03516040019051733, -0.11941022133420871, 0.11280309963155549], [-0.035157793090474336, 0.1194097585353845, -0.1128033053199218]]","[0, 0]",-11684.776842440206,"[[0.014814953977276698, -0.1197421261915196, 0.12634772173039802], [-0.014814953977276698, 0.1197421261915196, -0.12634772173039802]]",train
"[83, 83]","[[11.385178565979004, -0.9007616341114044, -11.682895421981812], [12.700576782226562, -2.5602126121520996, -9.766085147857666]]",-2,-11684.790961455808,"[[-0.009877911255017281, 0.004223493842119479, -0.003429596397783893], [0.009877947250481387, -0.004224639012098917, 0.0034291233145413774]]","[0, 0]",-11684.77881241044,"[[-0.011894107022554386, 0.015005104376531964, -0.017332201200182914], [0.011894107022554386, -0.015005104376531964, 0.017332201200182914]]",train
"[83, 83]","[[-12.851102352142334, 9.217804670333862, 2.711086869239807], [-12.608965635299683, 7.249004244804382, 4.786667823791504]]",-2,-11684.789236289576,"[[0.02847510148203832, -0.062400605285523034, 0.05279814674846076], [-0.028473327419878885, 0.062399371155325165, -0.05279927803447547]]","[0, 0]",-11684.778328241824,"[[0.007625248252007688, -0.062000477247225384, 0.06536315620352852], [-0.007625248252007688, 0.062000477247225384, -0.06536315620352852]]",train
"[83, 83]","[[-0.010689112959565735, -0.0040719684541155555, 1.5233182102993548], [0.07260438264461777, -0.08168827902000163, -1.4019277088089905]]",-2,-11684.78125,"[[0.016726624228321506, -0.016392750872124922, -0.4877156557850396], [-0.016726747641341293, 0.016394221543944047, 0.48771550151876486]]","[0, 0]",-11684.761741765857,"[[0.01379725661197324, -0.012856852103327423, -0.4845560665488292], [-0.01379725661197324, 0.012856852103327423, 0.4845560665488292]]",val
"[83, 83]","[[0.03639520163315486, 0.09315332653000025, 1.4943257727837136], [-0.055805289574664865, -0.1397707951279648, -1.4033333461640547]]",-2,-11684.787109375,"[[-0.014216629663060717, -0.02917252902569022, -0.3602290293255241], [0.01421680964038124, 0.029174251665758075, 0.3602288236371578]]","[0, 0]",-11684.769783182675,"[[-0.011427626672666424, -0.028869367944757866, -0.3591452301630925], [0.011427626672666424, 0.028869367944757866, 0.3591452301630925]]",val
"[83, 83]","[[0.04445905372109819, -0.041838609473330256, 1.5215783402995193], [-0.11606229253118494, -0.07422940404049104, -1.5155712945007458]]",-2,-11684.705078125,"[[-0.06138954412091959, -0.01313227144912222, -1.0737097272145586], [0.061387744347714365, 0.013131109309852562, 1.0737102414354742]]","[0, 0]",-11684.670310585489,"[[-0.05674805754918357, -0.01145090492371122, -1.073703568310784], [0.05674805754918357, 0.01145090492371122, 1.073703568310784]]",val
"[83, 83]","[[0.012864790764861933, 0.1159784085924886, 1.3279664606035526], [0.038667578166991866, 0.012583094785680938, -1.5213928290393224]]",-2,-11684.7890625,"[[-0.00015659440992970005, -0.00207885426596106, 0.059108151605977245], [0.00015530906332862044, 0.002080353219930554, -0.05910835729434354]]","[0, 0]",-11684.77858812271,"[[-0.0005945121000787427, 0.0023822916567731644, 0.06565099145159131], [0.0005945121000787427, -0.0023822916567731644, -0.06565099145159131]]",val
"[83, 83]","[[0.04752317192664811, -0.05688280033235622, 1.6248116174255185], [-0.04796417435708175, -0.018122757406253028, -1.314057820959707]]",-2,-11684.775390625,"[[-0.02335108546025478, 0.009199417325484342, -0.5692543808477276], [0.02335106489141815, -0.00919775639192638, 0.5692543808477276]]","[0, 0]",-11684.75478846818,"[[-0.018403664868929682, 0.007470380820907534, -0.5664202676328541], [0.018403664868929682, -0.007470380820907534, 0.5664202676328541]]",val
"[83, 83]","[[0.09546671613243163, -0.21283400940080882, 1.4001892642576408], [-0.12527495795373542, -0.05102395513963068, -1.5311139639858395]]",-2,-11684.7734375,"[[-0.045014806407474385, 0.034144726464299356, -0.5832231920248472], [0.04501465728340881, -0.03414297297097655, 0.5832231920248472]]","[0, 0]",-11684.752839981513,"[[-0.044018402817466204, 0.032266766925054084, -0.5845352347495241], [0.044018402817466204, -0.032266766925054084, 0.5845352347495241]]",val
"[83, 83]","[[0.019180765053593275, 0.02688609172627677, 1.410836859653007], [0.046470432525442744, 0.26964719107270724, -1.522397593469406]]",-2,-11684.7734375,"[[0.0053043892924111245, 0.04777960257871252, -0.581167851024481], [-0.005304589838568278, -0.047777921076317925, 0.581167851024481]]","[0, 0]",-11684.753228155518,"[[0.005406285931282565, 0.048092777876943105, -0.5810955437044866], [-0.005406285931282565, -0.048092777876943105, 0.5810955437044866]]",val
"[83, 83]","[[-0.17244815470852018, -0.051720728784386154, 1.3995321077327951], [-0.1126292590701248, -0.075079007139288, -1.3260139777236788]]",-2,-11684.693359375,"[[-0.02765939284333908, 0.010536067747331186, 1.3291335404999944], [0.027658359259298368, -0.010535723219317615, -1.3291330262790788]]","[0, 0]",-11684.696591844951,"[[-0.029232269765897358, 0.011414712472544207, 1.331918578221121], [0.029232269765897358, -0.011414712472544207, -1.331918578221121]]",val
"[83, 83]","[[0.1792734775278539, -0.08617499935992055, 1.4358447683465896], [-0.17558617572927235, 0.0749173513395977, -1.6032455475195966]]",-2,-11684.68359375,"[[-0.1305802309109298, 0.06494250211639871, -1.1531902830618437], [0.130579356735373, -0.06494563886398497, 1.1531897688409278]]","[0, 0]",-11684.645209678543,"[[-0.13470203790417254, 0.061149436772615126, -1.1536156764076697], [0.13470203790417254, -0.061149436772615126, 1.1536156764076697]]",val
"[83, 83]","[[0.0941715418268638, -0.14723222751090045, 1.4128573651278502], [0.2029329051408315, 0.03407000747750218, -1.5766232611833018]]",-2,-11684.7421875,"[[0.03392794635283466, 0.05558460704688063, -0.8727429373518844], [-0.03392863026665265, -0.055583732871323815, 0.8727434515728001]]","[0, 0]",-11684.713936957633,"[[0.03173569107471656, 0.05290253400132478, -0.872306403116563], [-0.03173569107471656, -0.05290253400132478, 0.872306403116563]]",val
"[83, 83]","[[0.1157451057127321, 0.0750924908066421, 1.4954527007827418], [0.0830418149722029, -0.06051148652538572, -1.5407096296364304]]",-2,-11684.70703125,"[[-0.01381210749524534, -0.05213284772762669, -1.0660925727891335], [0.013810559690288849, 0.05213181928579514, 1.0660925727891335]]","[0, 0]",-11684.672662078769,"[[-0.01147229290812632, -0.04756978616625816, -1.0650837509762023], [0.01147229290812632, 0.04756978616625816, 1.0650837509762023]]",val
"[83, 83]","[[-0.20987224487879105, 0.010633289115371078, 1.3840363396463824], [-0.030883711245246193, 0.013762206710538353, -1.447595636498121]]",-2,-11684.7861328125,"[[-0.008843931264197592, -0.0002575388039120325, 0.17869629337704526], [0.00884213149099237, 0.0002570550762965598, -0.17869629337704526]]","[0, 0]",-11684.776841040228,"[[-0.011583317760137777, -0.00020248920986364348, 0.18325024678173885], [0.011583317760137777, 0.00020248920986364348, -0.18325024678173885]]",val
"[83, 83]","[[0.0005720419210284646, -0.01525631374334526, 1.2852167619746224], [-0.0014641377171433162, -0.16346437121011956, -1.2991109535098657]]",-2,-11684.3583984375,"[[0.002426250089579869, 0.19807038913246092, 3.4766877208090454], [-0.0024294346597112846, -0.19807146899638403, -3.4766877208090454]]","[0, 0]",-11684.376591549782,"[[0.002727660109760658, 0.19853906733897425, 3.4619576229556768], [-0.002727660109760658, -0.19853906733897425, -3.4619576229556768]]",val
"[83, 83]","[[-0.09410964581593592, -0.1446891689713012, 1.438739110273506], [0.10167781733001752, 0.08932098135770286, -1.5700155624770098]]",-2,-11684.720703125,"[[0.06572206102471874, 0.07712768662504949, -0.9949403388937951], [-0.06572293520027556, -0.07712912644361367, 0.9949403388937951]]","[0, 0]",-11684.688359189504,"[[0.06482621218505855, 0.0774819358447722, -0.9962137804661707], [-0.06482621218505855, -0.0774819358447722, 0.9962137804661707]]",val
"[83, 83]","[[0.15792921895115555, 0.0569190837919923, 1.4717116607494105], [0.1382088531502367, -0.09863678918167851, -1.4165933692205128]]",-2,-11684.7900390625,"[[-0.0029567450689008015, -0.01737197661983253, -0.2528330654675614], [0.0029566777059608345, 0.017373580989089754, 0.25283291120128665]]","[0, 0]",-11684.7746460298,"[[-0.00170331441008125, -0.013435884642488549, -0.2494726329076867], [0.00170331441008125, 0.013435884642488549, 0.2494726329076867]]",val
"[83, 83]","[[0.1295030639754889, -0.002090328777358913, 1.4692322449877604], [0.09613559503481081, -0.15173013949390302, -1.293905907693232]]",-2,-11684.7421875,"[[0.009262820764399817, 0.04287828020892512, 0.8505069965117957], [-0.009263638375655905, -0.042877904827656604, -0.8505069965117957]]","[0, 0]",-11684.741356252449,"[[0.010339069100470707, 0.046366607725933956, 0.8561715108060931], [-0.010339069100470707, -0.046366607725933956, -0.8561715108060931]]",val
"[83, 83]","[[-0.02507037783280319, 0.026550994570521055, 1.5441945889919855], [0.09269930978062978, -0.09654786748545408, -1.4989929975929746]]",-2,-11684.6982421875,"[[0.046132182746415014, -0.04869454042752951, -1.0987481720456393], [-0.04613335002789383, 0.04869357369220785, 1.0987481720456393]]","[0, 0]",-11684.663355224602,"[[0.04254731103201534, -0.04447261156686066, -1.099429330238198], [-0.04254731103201534, 0.04447261156686066, 1.099429330238198]]",val
"[83, 83]","[[-0.08322308800718106, 0.07575758812849852, 1.4757668091099276], [-0.126202539575875, 0.007272220577690908, -1.4267197648168344]]",-2,-11684.7880859375,"[[-0.007528353615479349, -0.011281456675797734, -0.3322001841808257], [0.007528158211531352, 0.011282958200871808, 0.3322000813366425]]","[0, 0]",-11684.77145309862,"[[-0.004845479488938896, -0.007721002284766099, -0.32722472361947896], [0.004845479488938896, 0.007721002284766099, 0.32722472361947896]]",val
"[83, 83]","[[0.18282584729068288, 0.08483532220382078, 1.4628556501719527], [0.060334102279057715, 0.22470523761784894, -1.4389138990655441]]",-2,-11684.787109375,"[[-0.01866523708080599, 0.019973538503565973, -0.3565665936970758], [0.0186647125754719, -0.01997198555640032, 0.3565666451191673]]","[0, 0]",-11684.770050814235,"[[-0.014972474624430463, 0.01709665217896129, -0.3546906033364135], [0.014972474624430463, -0.01709665217896129, 0.3546906033364135]]",val
"[83, 83]","[[0.16195098802154517, 0.08647334628740833, 1.355792534912268], [0.007428245792498957, 0.03324420141113021, -1.499313507491344]]",-2,-11684.7900390625,"[[-0.004398011679179093, -0.0021693730879864433, -0.006825300495008834], [0.004396672647914405, 0.0021707671408891186, 0.0068252902105905185]]","[0, 0]",-11684.778853577634,"[[-0.00012926693769231025, -4.452916415330985e-05, -0.0023884562852324897], [0.00012926693769231025, 4.452916415330985e-05, 0.0023884562852324897]]",val
